team,zeit,stand_heim,stand_gast,ereignis,trikotnummer,spieler,pdf_file,spielnummer
Gast,02:54,2,3,Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Heim,03:06,3,3,Tor,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Heim,04:55,4,3,7m-Tor,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Heim,07:17,5,3,7m-Tor,7,"Jäger, Vasco",7978816.pdf,107014
Gast,07:50,5,4,Tor,25,"Albrecht, Lars",7978816.pdf,107014
Gast,09:03,5,4,7m-Fehlwurf,19,"Schreiner, Jannik",7978816.pdf,107014
Gast,09:43,5,5,Tor,19,"Schreiner, Jannik",7978816.pdf,107014
Gast,09:52,,,2-Minuten,8,"Nabel, Philipp",7978816.pdf,107014
Heim,09:53,6,5,7m-Tor,7,"Jäger, Vasco",7978816.pdf,107014
Gast,11:38,6,6,Tor,31,"Behrens, Malte",7978816.pdf,107014
Heim,11:47,7,6,Tor,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Gast,12:51,7,7,Tor,31,"Behrens, Malte",7978816.pdf,107014
Gast,13:46,,,2-Minuten,8,"Nabel, Philipp",7978816.pdf,107014
Heim,14:00,8,7,Tor,8,"Mertins, Phil",7978816.pdf,107014
Gast,14:58,8,8,Tor,2,"Maack, Shawn Nicolas",7978816.pdf,107014
Heim,15:06,9,8,Tor,77,"Boithling, Aaron",7978816.pdf,107014
Gast,16:03,9,9,Tor,31,"Behrens, Malte",7978816.pdf,107014
Heim,16:36,9,9,7m-Fehlwurf,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Heim,17:44,10,9,Tor,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Gast,17:59,10,10,Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Gast,18:49,10,11,Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Gast,20:17,,,Disqualifikation,24,"Scheller, Alexander",7978816.pdf,107014
Gast,21:12,,,Auszeit,,,7978816.pdf,107014
Gast,21:40,10,12,Tor,25,"Albrecht, Lars",7978816.pdf,107014
Heim,21:58,,,2-Minuten,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Heim,22:10,11,12,Tor,14,"Fürch, Maximilian",7978816.pdf,107014
Heim,23:32,12,12,Tor,15,"Borchert, Darius",7978816.pdf,107014
Heim,23:52,,,2-Minuten,14,"Fürch, Maximilian",7978816.pdf,107014
Gast,23:53,12,12,7m-Fehlwurf,25,"Albrecht, Lars",7978816.pdf,107014
Gast,23:57,12,13,Tor,25,"Albrecht, Lars",7978816.pdf,107014
Heim,24:26,13,13,Tor,7,"Jäger, Vasco",7978816.pdf,107014
Gast,24:45,13,14,Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Heim,25:16,14,14,7m-Tor,7,"Jäger, Vasco",7978816.pdf,107014
Gast,26:09,14,15,7m-Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Heim,26:21,15,15,Tor,15,"Borchert, Darius",7978816.pdf,107014
Gast,26:53,15,16,Tor,19,"Schreiner, Jannik",7978816.pdf,107014
Heim,27:29,15,16,7m-Fehlwurf,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Heim,28:03,16,16,Tor,8,"Mertins, Phil",7978816.pdf,107014
Heim,28:12,,,2-Minuten,7,"Jäger, Vasco",7978816.pdf,107014
Gast,28:15,16,17,7m-Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Gast,29:26,16,18,Tor,19,"Schreiner, Jannik",7978816.pdf,107014
Heim,30:21,17,18,Tor,23,"Tebel, Steen",7978816.pdf,107014
Gast,31:53,17,19,7m-Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Heim,31:53,,,2-Minuten,77,"Boithling, Aaron",7978816.pdf,107014
Heim,32:24,18,19,Tor,7,"Jäger, Vasco",7978816.pdf,107014
Heim,33:30,19,19,Tor,7,"Jäger, Vasco",7978816.pdf,107014
Gast,33:50,19,20,Tor,8,"Nabel, Philipp",7978816.pdf,107014
Gast,35:04,19,21,Tor,8,"Nabel, Philipp",7978816.pdf,107014
Gast,35:40,19,22,Tor,8,"Nabel, Philipp",7978816.pdf,107014
Heim,36:04,20,22,Tor,14,"Fürch, Maximilian",7978816.pdf,107014
Heim,38:20,21,22,7m-Tor,77,"Boithling, Aaron",7978816.pdf,107014
Heim,38:56,,,2-Minuten,77,"Boithling, Aaron",7978816.pdf,107014
Gast,38:58,21,23,7m-Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Heim,39:28,22,23,Tor,8,"Mertins, Phil",7978816.pdf,107014
Gast,39:53,22,24,Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Gast,41:08,22,25,Tor,8,"Nabel, Philipp",7978816.pdf,107014
Heim,41:16,23,25,Tor,77,"Boithling, Aaron",7978816.pdf,107014
Gast,41:44,,,Auszeit,,,7978816.pdf,107014
Gast,42:17,23,26,7m-Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Gast,42:41,,,2-Minuten,31,"Behrens, Malte",7978816.pdf,107014
Heim,42:52,24,26,Tor,8,"Mertins, Phil",7978816.pdf,107014
Gast,43:19,24,27,Tor,25,"Albrecht, Lars",7978816.pdf,107014
Heim,43:32,25,27,Tor,7,"Jäger, Vasco",7978816.pdf,107014
Gast,44:04,25,28,Tor,19,"Schreiner, Jannik",7978816.pdf,107014
Heim,45:12,,,2-Minuten,77,"Boithling, Aaron",7978816.pdf,107014
Heim,45:12,,,Disqualifikation,77,"Boithling, Aaron",7978816.pdf,107014
Gast,45:17,25,29,7m-Tor,19,"Schreiner, Jannik",7978816.pdf,107014
Gast,46:42,25,30,Tor,20,"Rösner, Niels",7978816.pdf,107014
Heim,47:05,26,30,Tor,23,"Tebel, Steen",7978816.pdf,107014
Gast,47:41,26,31,Tor,25,"Albrecht, Lars",7978816.pdf,107014
Heim,47:53,27,31,Tor,14,"Fürch, Maximilian",7978816.pdf,107014
Gast,48:30,27,32,Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Heim,48:40,28,32,Tor,23,"Tebel, Steen",7978816.pdf,107014
Gast,49:17,28,33,Tor,19,"Schreiner, Jannik",7978816.pdf,107014
Heim,49:25,,,Auszeit,,,7978816.pdf,107014
Heim,49:35,29,33,Tor,23,"Tebel, Steen",7978816.pdf,107014
Heim,50:02,30,33,Tor,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Gast,50:33,30,34,Tor,8,"Nabel, Philipp",7978816.pdf,107014
Gast,51:14,30,35,Tor,20,"Rösner, Niels",7978816.pdf,107014
Gast,51:35,,,2-Minuten,31,"Behrens, Malte",7978816.pdf,107014
Gast,52:45,30,36,Tor,19,"Schreiner, Jannik",7978816.pdf,107014
Gast,53:49,,,Auszeit,,,7978816.pdf,107014
Heim,54:12,31,36,Tor,84,"Ludwig, Paul Mattes",7978816.pdf,107014
Heim,54:30,32,36,Tor,18,"Lechner, Jona Bennet",7978816.pdf,107014
Heim,02:15,1,0,7m-Tor,47,"Waschke, Marcel",7978832.pdf,107003
Heim,03:29,2,0,Tor,10,"Strub, Georg",7978832.pdf,107003
Heim,04:42,3,0,Tor,10,"Strub, Georg",7978832.pdf,107003
Heim,05:54,4,0,Tor,47,"Waschke, Marcel",7978832.pdf,107003
Heim,08:23,5,0,Tor,7,"Gottsknecht, Nico",7978832.pdf,107003
Gast,08:25,,,2-Minuten,78,"Borsum, Phil",7978832.pdf,107003
Heim,10:09,6,0,Tor,67,"Zellmann, Niklas",7978832.pdf,107003
Gast,11:49,,,Auszeit,,,7978832.pdf,107003
Heim,12:35,7,0,Tor,6,"Krusch, Len",7978832.pdf,107003
Gast,14:22,,,2-Minuten,77,"Benefeldt, Niklas",7978832.pdf,107003
Heim,14:24,8,0,7m-Tor,47,"Waschke, Marcel",7978832.pdf,107003
Gast,14:59,8,1,Tor,4,"Streit, Moritz",7978832.pdf,107003
Heim,15:05,9,1,Tor,67,"Zellmann, Niklas",7978832.pdf,107003
Gast,15:07,,,2-Minuten,64,"Rauls, Niklas",7978832.pdf,107003
Heim,16:15,10,1,Tor,67,"Zellmann, Niklas",7978832.pdf,107003
Heim,20:03,10,1,7m-Fehlwurf,47,"Waschke, Marcel",7978832.pdf,107003
Gast,20:34,10,2,Tor,55,"Rauls, Lennart",7978832.pdf,107003
Heim,21:00,11,2,Tor,47,"Waschke, Marcel",7978832.pdf,107003
Heim,22:09,12,2,Tor,5,"Hansen, Lars",7978832.pdf,107003
Heim,22:50,13,2,Tor,5,"Hansen, Lars",7978832.pdf,107003
Gast,23:02,13,3,Tor,55,"Rauls, Lennart",7978832.pdf,107003
Heim,23:34,14,3,Tor,91,"Reuter, Sören",7978832.pdf,107003
Heim,23:49,15,3,Tor,24,"Hansen, Arne",7978832.pdf,107003
Gast,25:16,,,2-Minuten,25,"Ulke, Tim",7978832.pdf,107003
Heim,25:36,16,3,Tor,5,"Hansen, Lars",7978832.pdf,107003
Heim,26:09,17,3,Tor,24,"Hansen, Arne",7978832.pdf,107003
Heim,27:09,18,3,7m-Tor,5,"Hansen, Lars",7978832.pdf,107003
Gast,28:20,18,4,Tor,25,"Ulke, Tim",7978832.pdf,107003
Heim,28:27,19,4,Tor,91,"Reuter, Sören",7978832.pdf,107003
Gast,29:04,,,Disqualifikation,64,"Rauls, Niklas",7978832.pdf,107003
Heim,29:07,20,4,7m-Tor,5,"Hansen, Lars",7978832.pdf,107003
Gast,29:42,20,5,Tor,25,"Ulke, Tim",7978832.pdf,107003
Heim,30:40,21,5,Tor,4,"Alcape Meyer, Afonso",7978832.pdf,107003
Heim,32:22,22,5,Tor,4,"Alcape Meyer, Afonso",7978832.pdf,107003
Gast,33:25,22,6,7m-Tor,55,"Rauls, Lennart",7978832.pdf,107003
Gast,33:40,,,2-Minuten,25,"Ulke, Tim",7978832.pdf,107003
Gast,34:32,22,7,Tor,93,"Wietfeld, Jonas",7978832.pdf,107003
Heim,34:43,23,7,Tor,6,"Krusch, Len",7978832.pdf,107003
Heim,35:20,,,2-Minuten,10,"Strub, Georg",7978832.pdf,107003
Gast,35:24,23,8,7m-Tor,55,"Rauls, Lennart",7978832.pdf,107003
Heim,36:20,24,8,Tor,18,"Wittenberg, Philipp",7978832.pdf,107003
Gast,37:20,24,9,7m-Tor,55,"Rauls, Lennart",7978832.pdf,107003
Heim,37:56,25,9,Tor,7,"Gottsknecht, Nico",7978832.pdf,107003
Gast,38:21,25,10,Tor,93,"Wietfeld, Jonas",7978832.pdf,107003
Gast,39:57,,,2-Minuten,77,"Benefeldt, Niklas",7978832.pdf,107003
Heim,39:59,26,10,7m-Tor,5,"Hansen, Lars",7978832.pdf,107003
Gast,42:29,26,11,Tor,93,"Wietfeld, Jonas",7978832.pdf,107003
Heim,42:33,,,Auszeit,,,7978832.pdf,107003
Heim,42:58,27,11,Tor,10,"Strub, Georg",7978832.pdf,107003
Heim,44:29,28,11,Tor,10,"Strub, Georg",7978832.pdf,107003
Gast,44:30,,,2-Minuten,93,"Wietfeld, Jonas",7978832.pdf,107003
Heim,45:14,29,11,Tor,47,"Waschke, Marcel",7978832.pdf,107003
Heim,45:44,30,11,Tor,4,"Alcape Meyer, Afonso",7978832.pdf,107003
Gast,46:04,,,Auszeit,,,7978832.pdf,107003
Gast,46:35,30,12,Tor,55,"Rauls, Lennart",7978832.pdf,107003
Heim,46:43,31,12,Tor,91,"Reuter, Sören",7978832.pdf,107003
Heim,47:14,32,12,Tor,47,"Waschke, Marcel",7978832.pdf,107003
Heim,48:39,33,12,Tor,47,"Waschke, Marcel",7978832.pdf,107003
Gast,49:28,33,13,Tor,23,"Bendrien, Paul",7978832.pdf,107003
Heim,50:42,34,13,Tor,67,"Zellmann, Niklas",7978832.pdf,107003
Heim,51:22,35,13,Tor,47,"Waschke, Marcel",7978832.pdf,107003
Heim,52:39,36,13,Tor,6,"Krusch, Len",7978832.pdf,107003
Gast,53:09,36,14,Tor,77,"Benefeldt, Niklas",7978832.pdf,107003
Heim,54:23,37,14,Tor,67,"Zellmann, Niklas",7978832.pdf,107003
Gast,55:02,37,15,7m-Tor,11,"Zawade, Ole",7978832.pdf,107003
Heim,55:12,38,15,Tor,67,"Zellmann, Niklas",7978832.pdf,107003
Heim,56:01,39,15,Tor,91,"Reuter, Sören",7978832.pdf,107003
Heim,56:54,40,15,Tor,24,"Hansen, Arne",7978832.pdf,107003
Gast,57:32,40,16,7m-Tor,11,"Zawade, Ole",7978832.pdf,107003
Heim,58:46,41,16,Tor,5,"Hansen, Lars",7978832.pdf,107003
Heim,59:58,42,16,Tor,24,"Hansen, Arne",7978832.pdf,107003
Gast,01:10,0,1,Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Gast,02:02,0,2,Tor,13,"Westphal, Jonas",7978834.pdf,107004
Heim,02:22,,,2-Minuten,5,"Ludwig, Finn-Lennart",7978834.pdf,107004
Gast,02:25,0,3,7m-Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Gast,03:28,0,4,Tor,44,"Kruse, Jan-Luca",7978834.pdf,107004
Gast,04:08,,,2-Minuten,42,"Weiß, Leon",7978834.pdf,107004
Heim,04:11,1,4,7m-Tor,84,"Ludwig, Paul Mattes",7978834.pdf,107004
Heim,05:04,2,4,Tor,77,"Boithling, Aaron",7978834.pdf,107004
Heim,07:00,3,4,Tor,8,"Mertins, Phil",7978834.pdf,107004
Heim,07:46,,,2-Minuten,77,"Boithling, Aaron",7978834.pdf,107004
Gast,08:12,3,5,Tor,44,"Kruse, Jan-Luca",7978834.pdf,107004
Heim,08:21,4,5,Tor,84,"Ludwig, Paul Mattes",7978834.pdf,107004
Gast,08:28,4,6,Tor,7,"Weiß, Luca-Elias Gaspard",7978834.pdf,107004
Heim,09:03,5,6,Tor,23,"Tebel, Steen",7978834.pdf,107004
Gast,09:24,5,7,Tor,42,"Weiß, Leon",7978834.pdf,107004
Heim,10:50,6,7,Tor,8,"Mertins, Phil",7978834.pdf,107004
Gast,11:00,6,8,Tor,44,"Kruse, Jan-Luca",7978834.pdf,107004
Heim,11:09,7,8,Tor,84,"Ludwig, Paul Mattes",7978834.pdf,107004
Heim,11:49,8,8,Tor,8,"Mertins, Phil",7978834.pdf,107004
Gast,12:00,8,9,Tor,44,"Kruse, Jan-Luca Gaspard",7978834.pdf,107004
Heim,13:07,9,9,Tor,84,"Ludwig, Paul Mattes",7978834.pdf,107004
Heim,14:17,10,9,Tor,23,"Tebel, Steen",7978834.pdf,107004
Gast,15:53,10,10,Tor,2,"Zander, Milan",7978834.pdf,107004
Heim,16:04,11,10,Tor,13,"Grönecke, Tim",7978834.pdf,107004
Heim,16:29,,,Auszeit,,,7978834.pdf,107004
Heim,16:47,12,10,Tor,7,"Jäger, Vasco",7978834.pdf,107004
Heim,17:17,,,2-Minuten,5,"Ludwig, Finn-Lennart",7978834.pdf,107004
Gast,18:06,12,11,Tor,2,"Zander, Milan",7978834.pdf,107004
Heim,18:38,13,11,Tor,23,"Tebel, Steen",7978834.pdf,107004
Heim,19:13,,,2-Minuten,77,"Boithling, Aaron",7978834.pdf,107004
Heim,20:46,13,11,7m-Fehlwurf,84,"Ludwig, Paul Mattes",7978834.pdf,107004
Gast,21:16,,,2-Minuten,13,"Westphal, Jonas",7978834.pdf,107004
Heim,21:18,14,11,7m-Tor,77,"Boithling, Aaron",7978834.pdf,107004
Gast,21:28,,,Auszeit,,,7978834.pdf,107004
Gast,21:51,14,12,Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Gast,23:55,14,13,Tor,2,"Zander, Milan",7978834.pdf,107004
Heim,24:18,15,13,Tor,23,"Tebel, Steen",7978834.pdf,107004
Gast,24:52,15,14,Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Heim,25:01,16,14,Tor,77,"Boithling, Aaron",7978834.pdf,107004
Gast,25:10,16,15,Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Heim,26:59,17,15,Tor,84,"Ludwig, Paul Mattes",7978834.pdf,107004
Gast,27:40,,,2-Minuten,4,"Squillante, Luca",7978834.pdf,107004
Heim,27:58,18,15,Tor,14,"Fürch, Maximilian",7978834.pdf,107004
Gast,28:22,18,16,Tor,13,"Westphal, Jonas",7978834.pdf,107004
Gast,29:04,18,17,Tor,14,"Strauss, Lucas",7978834.pdf,107004
Heim,29:10,19,17,Tor,1,"Gimmini, Manuel",7978834.pdf,107004
Gast,30:22,19,18,Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Gast,30:30,,,2-Minuten,7,"Weiß, Luca-Elias",7978834.pdf,107004
Gast,30:45,,,Disqualifikation,27,"Petersen, Fynn",7978834.pdf,107004
Heim,30:49,20,18,7m-Tor,77,"Boithling, Aaron",7978834.pdf,107004
Gast,32:42,20,19,Tor,4,"Squillante, Luca",7978834.pdf,107004
Heim,33:19,21,19,7m-Tor,77,"Boithling, Aaron",7978834.pdf,107004
Gast,34:14,21,20,7m-Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Gast,34:34,21,21,Tor,8,"Schachtschneider, Nick",7978834.pdf,107004
Heim,35:19,22,21,Tor,77,"Boithling, Aaron",7978834.pdf,107004
Gast,35:25,22,22,Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Heim,36:32,23,22,Tor,23,"Tebel, Steen",7978834.pdf,107004
Gast,37:22,23,23,Tor,54,"Pelloux-Fontaine,",7978834.pdf,107004
Heim,37:51,24,23,Tor,8,"Mertins, Phil",7978834.pdf,107004
Gast,38:03,24,24,Tor,2,"Zander, Milan",7978834.pdf,107004
Gast,38:15,,,Disqualifikation,4,"Squillante, Luca",7978834.pdf,107004
Heim,38:18,25,24,7m-Tor,77,"Boithling, Aaron",7978834.pdf,107004
Heim,39:29,26,24,Tor,15,"Borchert, Darius",7978834.pdf,107004
Gast,40:47,26,25,Tor,54,"Pelloux-Fontaine,",7978834.pdf,107004
Gast,42:11,,,Auszeit,,,7978834.pdf,107004
Gast,42:40,26,25,7m-Fehlwurf,7,"Weiß, Luca-Elias",7978834.pdf,107004
Gast,44:40,26,26,Tor,13,"Westphal, Jonas",7978834.pdf,107004
Gast,45:28,26,27,Tor,54,"Pelloux-Fontaine,",7978834.pdf,107004
Heim,45:51,,,2-Minuten,8,"Mertins, Phil",7978834.pdf,107004
Gast,47:50,26,27,7m-Fehlwurf,7,"Weiß, Luca-Elias",7978834.pdf,107004
Heim,48:23,27,27,Tor,23,"Tebel, Steen",7978834.pdf,107004
Gast,48:34,27,28,Tor,14,"Strauss, Lucas",7978834.pdf,107004
Heim,49:04,,,Auszeit,,,7978834.pdf,107004
Heim,50:02,,,2-Minuten,9,"Hanke, Till",7978834.pdf,107004
Gast,50:05,27,28,7m-Fehlwurf,13,"Westphal, Jonas",7978834.pdf,107004
Heim,51:42,28,28,Tor,23,"Tebel, Steen",7978834.pdf,107004
Gast,51:54,28,29,Tor,19,"Rudloff, Kjell",7978834.pdf,107004
Heim,52:25,29,29,7m-Tor,77,"Boithling, Aaron",7978834.pdf,107004
Gast,53:20,29,29,7m-Fehlwurf,17,"Dombrowski, Paul",7978834.pdf,107004
Gast,53:51,29,30,Tor,20,"Hillnhagen, Simon",7978834.pdf,107004
Gast,54:32,29,31,Tor,13,"Westphal, Jonas",7978834.pdf,107004
Heim,54:32,,,2-Minuten,7,"Jäger, Vasco",7978834.pdf,107004
Heim,54:48,30,31,Tor,23,"Tebel, Steen",7978834.pdf,107004
Gast,55:47,30,32,Tor,2,"Zander, Milan",7978834.pdf,107004
Gast,56:24,30,33,Tor,20,"Hillnhagen, Simon",7978834.pdf,107004
Gast,57:15,30,34,Tor,19,"Rudloff, Kjell",7978834.pdf,107004
Heim,57:29,31,34,7m-Tor,77,"Boithling, Aaron",7978834.pdf,107004
Gast,58:39,31,35,Tor,7,"Weiß, Luca-Elias",7978834.pdf,107004
Heim,00:44,1,0,Tor,8,"Lange, Niklas Alexander",7978836.pdf,107028
Gast,01:23,,,2-Minuten,13,"Westphal, Jonas",7978836.pdf,107028
Heim,01:42,2,0,Tor,20,"Berndt, Jonas Gaspard",7978836.pdf,107028
Gast,02:35,2,1,Tor,25,"Haisel, Gunnar",7978836.pdf,107028
Heim,03:15,3,1,Tor,8,"Lange, Niklas Alexander",7978836.pdf,107028
Gast,03:50,3,2,7m-Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Heim,04:20,4,2,Tor,23,"Berg, Steven",7978836.pdf,107028
Gast,04:26,4,3,Tor,42,"Weiß, Leon",7978836.pdf,107028
Gast,04:57,4,4,Tor,25,"Haisel, Gunnar",7978836.pdf,107028
Heim,05:03,5,4,Tor,7,"Schenzel, Carl",7978836.pdf,107028
Gast,05:33,5,5,Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Gast,06:15,5,6,Tor,42,"Weiß, Leon",7978836.pdf,107028
Gast,07:02,5,7,Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Gast,07:20,5,8,Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Heim,08:59,6,8,Tor,15,"Dekarz, Bendix",7978836.pdf,107028
Gast,09:09,6,9,Tor,8,"Schachtschneider, Nick",7978836.pdf,107028
Heim,09:54,7,9,Tor,97,"Ahrens, Jaron",7978836.pdf,107028
Heim,11:14,8,9,Tor,7,"Schenzel, Carl",7978836.pdf,107028
Heim,12:00,9,9,Tor,20,"Berndt, Jonas",7978836.pdf,107028
Heim,12:12,,,2-Minuten,39,"Clemens, Vito",7978836.pdf,107028
Heim,13:16,10,9,Tor,23,"Berg, Steven",7978836.pdf,107028
Gast,13:28,10,10,Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Heim,13:53,11,10,Tor,23,"Berg, Steven",7978836.pdf,107028
Gast,14:08,11,11,7m-Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Gast,14:58,11,12,Tor,19,"Rudloff, Kjell",7978836.pdf,107028
Heim,15:47,12,12,Tor,20,"Berndt, Jonas",7978836.pdf,107028
Heim,17:09,,,2-Minuten,8,"Lange, Niklas Alexander",7978836.pdf,107028
Gast,17:26,12,13,Tor,19,"Rudloff, Kjell",7978836.pdf,107028
Gast,18:21,12,14,Tor,44,"Kruse, Jan-Luca",7978836.pdf,107028
Heim,19:16,13,14,Tor,7,"Schenzel, Carl",7978836.pdf,107028
Gast,19:30,,,Auszeit,,,7978836.pdf,107028
Heim,20:38,14,14,7m-Tor,7,"Schenzel, Carl",7978836.pdf,107028
Gast,21:15,14,15,Tor,19,"Rudloff, Kjell",7978836.pdf,107028
Gast,22:28,14,16,Tor,4,"Squillante, Luca",7978836.pdf,107028
Heim,23:27,,,2-Minuten,15,"Dekarz, Bendix",7978836.pdf,107028
Heim,26:58,,,2-Minuten,8,"Lange, Niklas Alexander",7978836.pdf,107028
Heim,27:11,,,2-Minuten,5,"Petermichl, Claudio",7978836.pdf,107028
Gast,27:38,14,17,Tor,17,"Dombrowski, Paul",7978836.pdf,107028
Heim,27:51,,,Auszeit,,,7978836.pdf,107028
Heim,28:38,15,17,Tor,7,"Schenzel, Carl",7978836.pdf,107028
Gast,28:48,15,18,Tor,42,"Weiß, Leon",7978836.pdf,107028
Gast,29:56,15,19,Tor,42,"Weiß, Leon",7978836.pdf,107028
Gast,31:10,15,20,7m-Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Heim,31:43,16,20,Tor,23,"Berg, Steven",7978836.pdf,107028
Gast,32:52,16,21,Tor,44,"Kruse, Jan-Luca",7978836.pdf,107028
Heim,33:10,17,21,Tor,15,"Dekarz, Bendix",7978836.pdf,107028
Gast,33:21,17,22,Tor,54,"Pelloux-Fontaine,",7978836.pdf,107028
Heim,34:20,18,22,7m-Tor,7,"Schenzel, Carl",7978836.pdf,107028
Gast,35:00,18,23,Tor,25,"Haisel, Gunnar",7978836.pdf,107028
Heim,35:12,19,23,Tor,15,"Dekarz, Bendix",7978836.pdf,107028
Heim,36:15,20,23,Tor,5,"Petermichl, Claudio",7978836.pdf,107028
Gast,37:19,20,24,Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Heim,37:49,21,24,Tor,7,"Schenzel, Carl",7978836.pdf,107028
Heim,40:27,22,24,Tor,8,"Lange, Niklas Alexander",7978836.pdf,107028
Gast,40:36,22,25,Tor,4,"Squillante, Luca",7978836.pdf,107028
Heim,41:09,23,25,Tor,5,"Petermichl, Claudio",7978836.pdf,107028
Gast,42:32,23,26,Tor,4,"Squillante, Luca",7978836.pdf,107028
Gast,43:04,,,2-Minuten,4,"Squillante, Luca",7978836.pdf,107028
Gast,45:47,23,27,7m-Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Gast,46:55,,,2-Minuten,13,"Westphal, Jonas",7978836.pdf,107028
Heim,47:09,24,27,Tor,20,"Berndt, Jonas",7978836.pdf,107028
Heim,47:50,25,27,Tor,6,"Pabusch, Steffen",7978836.pdf,107028
Heim,49:11,,,2-Minuten,20,"Berndt, Jonas",7978836.pdf,107028
Heim,50:36,26,27,7m-Tor,7,"Schenzel, Carl",7978836.pdf,107028
Gast,50:46,,,Auszeit,,,7978836.pdf,107028
Gast,52:11,26,28,Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Heim,52:23,27,28,Tor,20,"Berndt, Jonas",7978836.pdf,107028
Heim,53:17,28,28,Tor,39,"Clemens, Vito",7978836.pdf,107028
Gast,53:24,28,29,Tor,42,"Weiß, Leon",7978836.pdf,107028
Heim,53:58,29,29,Tor,8,"Lange, Niklas Alexander",7978836.pdf,107028
Gast,55:54,29,30,Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Heim,56:57,,,Auszeit,,,7978836.pdf,107028
Heim,57:32,30,30,Tor,39,"Clemens, Vito",7978836.pdf,107028
Gast,59:17,30,31,Tor,7,"Weiß, Luca-Elias",7978836.pdf,107028
Heim,59:34,31,31,Tor,39,"Clemens, Vito",7978836.pdf,107028
Heim,00:35,1,0,Tor,8,"Nabel, Philipp",7978846.pdf,107019
Gast,03:22,1,1,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,04:00,2,1,7m-Tor,18,"Vahldiek, Jan-Hendrik",7978846.pdf,107019
Heim,04:38,3,1,Tor,31,"Behrens, Malte",7978846.pdf,107019
Gast,05:18,,,2-Minuten,31,"Rolfs, Hendrik",7978846.pdf,107019
Heim,05:32,4,1,Tor,8,"Nabel, Philipp",7978846.pdf,107019
Heim,06:14,5,1,Tor,14,"Vahldiek, Kai",7978846.pdf,107019
Gast,07:28,5,2,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Gast,08:16,5,3,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,08:30,,,2-Minuten,31,"Behrens, Malte",7978846.pdf,107019
Heim,10:07,6,3,Tor,13,"Gerloff, Gerrit",7978846.pdf,107019
Heim,11:01,7,3,Tor,13,"Gerloff, Gerrit",7978846.pdf,107019
Gast,11:21,,,Auszeit,,,7978846.pdf,107019
Gast,13:33,7,3,7m-Fehlwurf,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,14:08,8,3,Tor,8,"Nabel, Philipp",7978846.pdf,107019
Heim,16:04,9,3,Tor,8,"Nabel, Philipp",7978846.pdf,107019
Heim,16:42,,,2-Minuten,31,"Behrens, Malte",7978846.pdf,107019
Gast,16:43,9,4,7m-Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,17:34,10,4,Tor,13,"Gerloff, Gerrit",7978846.pdf,107019
Gast,18:26,10,5,Tor,80,"Schultze, Marten",7978846.pdf,107019
Gast,19:39,10,6,Tor,8,"Lang, Maxim",7978846.pdf,107019
Gast,21:01,10,7,Tor,33,"Sültmann, Malte",7978846.pdf,107019
Heim,21:43,11,7,Tor,14,"Vahldiek, Kai",7978846.pdf,107019
