team,zeit,stand_heim,stand_gast,ereignis,trikotnummer,spieler,pdf_file,spielnummer
Heim,11:30,8,8,Tor,17,"Winkler, Kevin",7978884.pdf,107018
Gast,12:01,8,9,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Heim,12:08,9,9,Tor,17,"Winkler, Kevin",7978884.pdf,107018
Gast,12:38,9,10,Tor,17,"Dombrowski, Paul",7978884.pdf,107018
Gast,13:17,9,11,Tor,42,"Weiß, Leon",7978884.pdf,107018
Heim,13:33,10,11,Tor,91,"Reuter, Sören",7978884.pdf,107018
Gast,13:40,10,12,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Heim,13:48,11,12,Tor,47,"Waschke, Marcel",7978884.pdf,107018
Gast,14:24,,,2-Minuten,17,"Dombrowski, Paul",7978884.pdf,107018
Gast,15:21,11,13,Tor,4,"Squillante, Luca",7978884.pdf,107018
Heim,15:53,,,Auszeit,,,7978884.pdf,107018
Gast,16:42,11,14,7m-Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Gast,18:29,11,15,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Heim,19:54,12,15,Tor,9,"Kamradt, Tim",7978884.pdf,107018
Gast,20:02,,,2-Minuten,25,"Haisel, Gunnar",7978884.pdf,107018
Heim,20:02,,,2-Minuten,91,"Reuter, Sören",7978884.pdf,107018
Heim,20:23,13,15,Tor,7,"Gottsknecht, Nico",7978884.pdf,107018
Gast,20:35,13,16,Tor,48,"Kruse, Jan-Luca",7978884.pdf,107018
Gast,21:17,13,17,Tor,42,"Weiß, Leon",7978884.pdf,107018
Heim,22:01,14,17,Tor,10,"Strub, Georg",7978884.pdf,107018
Heim,23:09,15,17,Tor,9,"Kamradt, Tim",7978884.pdf,107018
Gast,23:58,,,2-Minuten,19,"Rudloff, Kjell",7978884.pdf,107018
Heim,24:02,16,17,7m-Tor,47,"Waschke, Marcel",7978884.pdf,107018
Gast,25:38,16,18,Tor,25,"Haisel, Gunnar",7978884.pdf,107018
Heim,25:55,17,18,Tor,9,"Kamradt, Tim",7978884.pdf,107018
Gast,26:07,,,Auszeit,,,7978884.pdf,107018
Heim,28:20,18,18,Tor,10,"Strub, Georg",7978884.pdf,107018
Gast,29:02,18,19,Tor,19,"Rudloff, Kjell",7978884.pdf,107018
Heim,29:57,,,2-Minuten,7,"Gottsknecht, Nico",7978884.pdf,107018
Gast,30:17,18,20,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Heim,30:44,19,20,Tor,10,"Strub, Georg",7978884.pdf,107018
Gast,30:51,19,21,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Gast,31:45,19,22,Tor,25,"Haisel, Gunnar",7978884.pdf,107018
Gast,34:28,19,23,Tor,25,"Haisel, Gunnar",7978884.pdf,107018
Heim,35:20,20,23,Tor,67,"Zellmann, Niklas",7978884.pdf,107018
Heim,36:41,21,23,Tor,2,"Rudnik, Maximilian",7978884.pdf,107018
Gast,37:34,21,24,7m-Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Gast,38:14,21,25,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Heim,39:05,22,25,Tor,7,"Gottsknecht, Nico",7978884.pdf,107018
Gast,39:44,22,26,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Heim,40:23,23,26,7m-Tor,47,"Waschke, Marcel",7978884.pdf,107018
Gast,42:00,,,2-Minuten,30,"Rassuli, Bahram",7978884.pdf,107018
Heim,42:03,24,26,7m-Tor,47,"Waschke, Marcel",7978884.pdf,107018
Heim,43:06,25,26,Tor,7,"Gottsknecht, Nico",7978884.pdf,107018
Gast,44:58,,,Auszeit,,,7978884.pdf,107018
Gast,45:25,25,27,Tor,13,"Strauss, Lucas",7978884.pdf,107018
Heim,46:36,26,27,Tor,47,"Waschke, Marcel",7978884.pdf,107018
Heim,47:15,27,27,Tor,2,"Rudnik, Maximilian",7978884.pdf,107018
Heim,47:53,28,27,Tor,47,"Waschke, Marcel",7978884.pdf,107018
Heim,49:17,29,27,Tor,18,"Büüs, Gerrit",7978884.pdf,107018
Heim,49:25,,,2-Minuten,47,"Waschke, Marcel",7978884.pdf,107018
Gast,49:36,29,28,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Heim,53:33,,,Auszeit,,,7978884.pdf,107018
Heim,55:14,30,28,Tor,47,"Waschke, Marcel",7978884.pdf,107018
Gast,55:34,,,Auszeit,,,7978884.pdf,107018
Gast,56:42,,,2-Minuten,19,"Rudloff, Kjell",7978884.pdf,107018
Heim,56:48,31,28,Tor,10,"Strub, Georg",7978884.pdf,107018
Heim,58:16,32,28,Tor,6,"Krusch, Len",7978884.pdf,107018
Heim,58:30,33,28,Tor,47,"Waschke, Marcel",7978884.pdf,107018
Heim,59:24,,,Auszeit,,,7978884.pdf,107018
Heim,59:34,34,28,Tor,10,"Strub, Georg",7978884.pdf,107018
Gast,59:41,34,29,Tor,13,"Strauss, Lucas",7978884.pdf,107018
